WASP-178 b,15h09m04.88s,-42d42m17.88s,9.946,3.344829,3.4704,1.240495,08/19/2021 05:23
WASP-180 A b,08h13m34.14s,-01d58m58.03s,10.655,3.409264,3.1176,1.146622,08/20/2021 23:48
WASP-181 b,01h47m10.37s,03d07m58.56s,12.924,4.519506,3.0648,1.589716,08/20/2021 12:02
WASP-182 b,20h46m41.60s,-41d49m15.54s,11.98,3.376985,2.5968,0.424912,08/20/2021 15:00
WASP-183 b,10h55m09.32s,-00d44m13.44s,13.081,4.111777,2.016,3.007941,08/18/2021 12:10
WASP-184 b,13h58m04.08s,-30d20m53.35s,12.771,5.1817,4.776,0.68613,08/22/2021 06:50
WASP-185 b,14h16m14.30s,-19d32m32.30s,11.101,9.38755,4.608,0.733345,08/25/2021 08:17
WASP-186 b,01h15m58.87s,21d37m00.86s,10.81,5.026799,2.704,0.602119,08/22/2021 17:51
WASP-190 b,00h30m50.29s,-40d34m24.46s,11.645,5.367753,4.464,0.54554,08/20/2021 12:37
WASP-192 b,14h54m38.09s,-38d44m40.37s,12.678,2.878677,2.3136,0.916924,08/21/2021 02:42
WASP-2 b,20h30m54.13s,06d25m45.59s,11.728,2.152226,1.799,1.721411,08/18/2021 18:07
WASP-20 b,00h20m38.53s,-23d56m08.84s,10.675,4.899628,3.4032,1.164896,08/22/2021 16:08
WASP-23 b,06h44m30.60s,-42d45m44.03s,12.539,2.944426,2.3942,1.66993,08/18/2021 18:20
WASP-45 b,00h20m57.06s,-35d59m54.47s,11.801,3.126089,1.6824,1.292769,08/19/2021 06:41
WASP-49 b,06h04m21.53s,-16d57m55.40s,11.352,2.781736,2.14,1.406662,08/20/2021 17:00
WASP-54 b,13h41m49.02s,-00d07m41.42s,10.413,3.693641,4.4712,0.863504,08/21/2021 21:14
WASP-59 b,23h18m29.51s,24d53m21.40s,12.659,7.919585,2.448,1.687926,08/23/2021 16:57
WASP-64 b,06h44m27.58s,-32d51m30.20s,12.704,1.573292,2.3998,1.52402,08/18/2021 12:48
WASP-65 b,08h53m17.83s,08d31m22.86s,11.869,2.311424,2.735,1.280082,08/19/2021 13:45
WASP-68 b,20h20m22.97s,-19d18m53.02s,10.674,5.084298,5.136,0.568514,08/19/2021 10:07
WASP-69 b,21h00m06.23s,-05d05m41.49s,9.873,3.868138,2.2296,1.785006,08/20/2021 06:34
WASP-70 A b,21h01m54.53s,-13d26m00.18s,10.786,3.71302,3.3336,0.969224,08/19/2021 07:27
WASP-76 b,01h46m31.90s,02d42m01.40s,9.518,1.809886,3.6936,1.181628,08/18/2021 18:50
WASP-78 b,04h15m01.50s,-22d06m59.00s,11.965,2.175173,4.968,0.811465,08/18/2021 19:02
WASP-79 b,04h25m29.02s,-30d36m01.57s,10.044,3.662392,3.816,1.084176,08/19/2021 04:27
WASP-80 b,20h12m40.03s,-02d08m39.97s,11.841,3.067852,2.131,3.069069,08/21/2021 09:40
WASP-82 b,04h50m38.54s,01d53m37.81s,10.073,2.705785,4.992,0.627117,08/19/2021 00:27
WASP-83 b,12h40m36.47s,-19d17m03.67s,12.312,4.971252,3.3648,1.035998,08/22/2021 00:46
WASP-84 b,08h44m25.68s,01d51m35.62s,10.825,8.523496,2.7689,1.705486,08/21/2021 19:45
WASP-88 b,20h38m02.70s,-48d27m43.50s,11.388,4.954,6.048,0.705411,08/20/2021 15:09
WASP-89 b,20h55m36.01s,-18d58m17.07s,13.21,3.356423,2.46,1.474933,08/19/2021 11:15
